EVENT DATE,Program,MUNICIPALITY, REGION,PRIMARY OCCUPATION CODE,OCCUPATION DESCRIPTION,SECTOR CODE,SECTOR DESCRIPTION,WORKER COUNT
22/11/2018,Health Care Health & Safety Program,Etobicoke,Central East,621610,Home Health Care Services,NSER,Nursing Services,50 or More
22/11/2018,Industrial Health & Safety Program,Toronto,Central East,331514,Steel Foundries,STEL,Primary Metals,50 or More
22/11/2018,Health Care Health & Safety Program,SPRINGWATER TWP,Central West,622111,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
22/11/2018,Industrial Health & Safety Program,Thunder Bay,Northern,325410,Pharmaceutical and Medicine Manufacturing,INDS,Industrial Services,
22/11/2019,Industrial Health & Safety Program,London,Western,611310,Universities,EDUC,Education,50 or More
22/11/2019,Industrial Health & Safety Program,Brampton,Central West,611310,Universities,EDUC,Education,50 or More
22/11/2019,Industrial Health & Safety Program,Etobicoke,Central East,541370,Surveying and Mapping (except Geophysical) Services,NECI,NEC - Industrial,
22/11/2019,Health Care Health & Safety Program,Toronto,Central East,623110,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
22/11/2019,Construction Health & Safety Program,Richmond Hill,Central West,236220,Commercial and Institutional Building Construction,COMM,Commercial Building Construction,6 to 19
22/11/2019,Health Care Health & Safety Program,Dryden,Northern,623110,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
22/11/2020,Health Care Health & Safety Program,North York,Central East,621610,Home Health Care Services,NSER,Nursing Services,50 or More
22/11/2020,Industrial Health & Safety Program,CHATHAM,Western,913910,"Other Local, Municipal and Regional Public Administration",GOVT,Government,50 or More
22/11/2020,Health Care Health & Safety Program,Paris,South Western,623110,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
22/11/2021,Industrial Health & Safety Program,Oakville,,326220,Rubber and Plastic Hose and Belting Manufacturing,CHEM,"Chemical, Rubber & Plastics",50 or More
22/11/2021,Health Care Health & Safety Program,Hamilton,South Western,623310,Community Care Facilities for the Elderly,HFNC,Homes for Nursing Care,50 or More
22/11/2021,Construction Health & Safety Program,Milton,South Western,236110,Residential Building Construction,RESM,Apartment & Other Multiple Housing,20 to 49
22/11/2021,Industrial Health & Safety Program,Toronto,Central East,444110,Home Centres,RETL,Retail,50 or More
22/11/2021,Industrial Health & Safety Program,Scarborough,Central East,332319,Other Plate Work and Fabricated Structural Product Manufacturing,FABR,Wood & Metal Fabrication,20 to 49
22/11/2021,Industrial Health & Safety Program,KITCHENER,Western,611710,Educational Support Services,EDUC,Education,20 to 49
22/11/2021,Construction Health & Safety Program,LONDON,Western,236220,Commercial and Institutional Building Construction,COMM,Commercial Building Construction,50 or More
22/11/2021,Industrial Health & Safety Program,Barrie,Central West,611110,Elementary and Secondary Schools,EDUC,Education,50 or More
22/11/2021,Industrial Health & Safety Program,Toronto,Central East,336110,Automobile and light-duty motor vehicle manufacturing,AUTO,Automotive,50 or More
22/11/2021,Industrial Health & Safety Program,Sapawe,Northern,418120,Recyclable paper and paperboard merchant wholesalers,TRAN,Transportation,6 to 19
22/11/2021,Industrial Health & Safety Program,Ajax,Central East,913910,"Other Local, Municipal and Regional Public Administration",GOVT,Government,50 or More
22/11/2021,Industrial Health & Safety Program,Cambridge,Western,493190,Other Warehousing and Storage,TRAN,Transportation,50 or More
22/11/2021,Industrial Health & Safety Program,Brampton,Central West,611310,Universities,EDUC,Education,50 or More
22/11/2021,Industrial Health & Safety Program,Acton,South Western,332210,Cutlery and Hand Tool Manufacturing,FABR,Wood & Metal Fabrication,50 or More
22/11/2021,Industrial Health & Safety Program,Maple,Central West,611110,Elementary and Secondary Schools,EDUC,Education,6 to 19
22/11/2022,Industrial Health & Safety Program,Scarborough,Central East,326198,All Other Plastic Product Manufacturing,CHEM,"Chemical, Rubber & Plastics",20 to 49
22/11/2022,Industrial Health & Safety Program,Brampton,Central West,485110,Urban Transit Systems,TRAN,Transportation,50 or More
22/11/2022,Industrial Health & Safety Program,Ajax,Central East,541940,Veterinary Services,INDS,Industrial Services,20 to 49
22/11/2022,Health Care Health & Safety Program,Madoc,Eastern,623222,Homes for the Psychiatrically Disabled,TCSS,Treatment Clinics & Specialized Services,50 or More
22/11/2022,Health Care Health & Safety Program,Scarborough,Central East,621610,Home Health Care Services,NSER,Nursing Services,20 to 49
22/11/2022,Industrial Health & Safety Program,Wasaga Beach,Central West,812320,Dry Cleaning and Laundry Services (except Coin-Operated),TEXT,"Textiles, Printing",50 or More
22/11/2022,Industrial Health & Safety Program,Quinte West,Eastern,333248,All other industrial machinery manufacturing,INDS,Industrial Services,20 to 49
22/11/2022,Health Care Health & Safety Program,Toronto,Central East,621610,Home Health Care Services,NSER,Nursing Services,20 to 49
22/11/2022,Industrial Health & Safety Program,Vaughan,Central West,415110,New and used automobile and light-duty truck merchant wholesalers,WHLS,Wholesalers,50 or More
22/11/2023,Industrial Health & Safety Program,Georgina,,417110,"Farm, lawn and garden machinery and equipment merchant wholesalers",WHLS,Wholesalers,50 or More
22/11/2023,Health Care Health & Safety Program,Cobourg,Eastern,622310,Specialty (except Psychiatric and Substance Abuse) Hospitals,GRPH,Group Homes,50 or More
22/11/2023,Industrial Health & Safety Program,Newmarket,Central West,332999,All other miscellaneous fabricated metal product manufacturing,FABR,Wood & Metal Fabrication,50 or More
22/11/2023,Industrial Health & Safety Program,Cochrane,Northern,311821,Cookie and Cracker Manufacturing,FOOD,"Food, Beverage & Tobacco",50 or More
22/11/2023,Industrial Health & Safety Program,Orangeville,Central West,611110,Elementary and Secondary Schools,EDUC,Education,50 or More
22/11/2023,Industrial Health & Safety Program,Markham,Central West,336410,Aerospace product and parts manufacturing,NECI,NEC - Industrial,50 or More
22/11/2023,Industrial Health & Safety Program,Nepean,Eastern,331110,Iron and Steel Mills and Ferro-Alloy Manufacturing,STEL,Primary Metals,50 or More
22/11/2023,Industrial Health & Safety Program,Toronto,Central East,912910,Other Provincial and Territorial Public Administration,GOVT,Government,20 to 49
22/11/2023,Industrial Health & Safety Program,Sudbury,Northern,332319,Other Plate Work and Fabricated Structural Product Manufacturing,FABR,Wood & Metal Fabrication,6 to 19
22/11/2023,Industrial Health & Safety Program,Cornwall,Eastern,711190,Other Performing Arts Companies,SERV,"Tourism, Hospitality & Recreational Services",50 or More
22/11/2023,Construction Health & Safety Program,Etobicoke,Central East,541320,Landscape Architectural Services,EXCA,Excavation,1 to 5
22/12/2017,Industrial Health & Safety Program,Mississauga,Central West,444190,Other Building Material Dealers,RETL,Retail,6 to 19
22/12/2017,Mining Health & Safety Program,London,Western,212323,Sand and Gravel Mining and Quarrying,OPIT,Open Pit Mines,1 to 5
22/12/2017,Construction Health & Safety Program,Burlington,South Western,237310,"Highway, Street and Bridge Construction",BRID,Bridge Construction,1 to 5
22/12/2017,Industrial Health & Safety Program,North York,Central East,611710,Educational Support Services,GOVT,Government,6 to 19
22/12/2017,Industrial Health & Safety Program,Wawa,Northern,331523,Non-ferrous metal die-casting foundries,STEL,Primary Metals,50 or More
22/12/2017,Health Care Health & Safety Program,Brampton,Central West,621610,Home Health Care Services,NSER,Nursing Services,50 or More
22/12/2017,Industrial Health & Safety Program,London,Western,624410,Child Day-Care Services,NECI,NEC - Industrial,
22/12/2017,Construction Health & Safety Program,Alliston,Central West,236110,Residential Building Construction,RESM,Apartment & Other Multiple Housing,20 to 49
22/12/2017,Industrial Health & Safety Program,Collingwood,Central West,611110,Elementary and Secondary Schools,EDUC,Education,50 or More
22/12/2018,Industrial Health & Safety Program,Niagara-on-the-Lake,South Western,415110,New and used automobile and light-duty truck merchant wholesalers,WHLS,Wholesalers,50 or More
22/12/2018,Health Care Health & Safety Program,Belleville,Eastern,622111,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
22/12/2019,Industrial Health & Safety Program,Balmertown,Northern,913150,Municipal Regulatory Services,GOVT,Government,6 to 19
22/12/2020,Industrial Health & Safety Program,Cambridge,Western,721113,Resorts,SERV,"Tourism, Hospitality & Recreational Services",50 or More
22/12/2020,Industrial Health & Safety Program,L'Orignal,Eastern,721111,Hotels,SERV,"Tourism, Hospitality & Recreational Services",20 to 49
22/12/2020,Industrial Health & Safety Program,Chesterville,Eastern,611110,Elementary and Secondary Schools,EDUC,Education,20 to 49
22/12/2020,Industrial Health & Safety Program,GUELPH,Western,722512,Limited-service eating places,REST,Restaurants,50 or More
22/12/2020,Industrial Health & Safety Program,Toronto,Central East,611310,Universities,EDUC,Education,20 to 49
22/12/2020,Industrial Health & Safety Program,Scarborough,Central East,113311,Logging (except Contract),LOGS,Logging & Sawmills,50 or More
22/12/2020,Industrial Health & Safety Program,Mississauga,,713920,Skiing Facilities,SERV,"Tourism, Hospitality & Recreational Services",50 or More
22/12/2021,Construction Health & Safety Program,CHATHAM,Western,236110,Residential Building Construction,RESS,Single Family Housing,1 to 5
22/12/2021,Industrial Health & Safety Program,Burlington,South Western,561310,Employment Placement Agencies and Executive Search Services,OFFS,Offices & Related Services,1 to 5
22/12/2021,Industrial Health & Safety Program,TRENTON,Eastern,611110,Elementary and Secondary Schools,EDUC,Education,50 or More
22/12/2021,Construction Health & Safety Program,Toronto,,236220,Commercial and Institutional Building Construction,COMM,Commercial Building Construction,1 to 5
22/12/2021,Industrial Health & Safety Program,London,Western,414220,Household appliance merchant wholesalers,WHLS,Wholesalers,50 or More
22/12/2021,Industrial Health & Safety Program,Etobicoke,Central East,443144,Computer and software stores,RETL,Retail,20 to 49
22/12/2021,Industrial Health & Safety Program,Dryden,Northern,445110,Supermarkets and Other Grocery (except Convenience) Stores,RETL,Retail,50 or More
22/12/2022,Construction Health & Safety Program,Toronto,Central East,236220,Commercial and Institutional Building Construction,COMM,Commercial Building Construction,6 to 19
22/12/2022,Health Care Health & Safety Program,Toronto,Central East,622111,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
22/12/2022,Industrial Health & Safety Program,Algonquin Highlands,,811192,Car Washes,AUTO,Automotive,1 to 5
22/12/2022,Health Care Health & Safety Program,Waterloo,Western,622111,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
22/12/2022,Industrial Health & Safety Program,GUELPH,Western,452110,Department Stores,RETL,Retail,50 or More
22/12/2023,Health Care Health & Safety Program,Picton,Eastern,623110,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
22/12/2023,Health Care Health & Safety Program,GUELPH,Western,623110,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
22/12/2023,Industrial Health & Safety Program,Oakville,South Western,413190,Other specialty-line food merchant wholesalers,FOOD,"Food, Beverage & Tobacco",50 or More
22/12/2023,Construction Health & Safety Program,Markham,Central West,332329,Other Ornamental and Architectural Metal Product Manufacturing,WELL,Well Drilling,50 or More
22/12/2023,Industrial Health & Safety Program,Richmond Hill,Central West,326193,Motor Vehicle Plastic Parts Manufacturing,AUTO,Automotive,50 or More
22/12/2023,Industrial Health & Safety Program,,,418190,Other recyclable material merchant wholesalers,WHLS,Wholesalers,1 to 5
22/12/2023,Industrial Health & Safety Program,Matachewan,Northern,332118,Stamping,AUTO,Automotive,50 or More
22/12/2023,Industrial Health & Safety Program,Windsor,Western,445310,"Beer, Wine and Liquor Stores",RETL,Retail,20 to 49
22/12/2023,Industrial Health & Safety Program,Paris,South Western,323119,Other Printing,NECI,NEC - Industrial,20 to 49
22/12/2023,Industrial Health & Safety Program,KITCHENER,Western,611110,Elementary and Secondary Schools,EDUC,Education,20 to 49
22/12/2023,Industrial Health & Safety Program,Paris,South Western,115110,Support Activities for Crop Production,AGRI,Agricultural Services,50 or More
22/12/2023,Health Care Health & Safety Program,LONDON,Western,621610,Home Health Care Services,NSER,Nursing Services,50 or More
22/12/2023,Mining Health & Safety Program,Toronto,Central East,,,,,
22/12/2023,Health Care Health & Safety Program,North York,Central East,622111,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
23/01/2017,Industrial Health & Safety Program,Warkworth,Eastern,445310,"Beer, Wine and Liquor Stores",RETL,Retail,50 or More
23/01/2017,Industrial Health & Safety Program,Ottawa,Eastern,326193,Motor Vehicle Plastic Parts Manufacturing,FABR,Wood & Metal Fabrication,50 or More
23/01/2017,Industrial Health & Safety Program,Toronto,Central East,221310,Water Supply and Irrigation Systems,UTIL,Utilities,20 to 49
