Accident_Date,Worker_age,Occupation_Category_Code,Occupation_Category_Description,Occupation_Code,Occupation_Description,Worker_Experience_in_Years,Accident_Source_Category_Description1,Source_Category_Description2,Accident_Category_Description,Accident_Place_Description,Organization_City,Organization_Province_Code,Industry_Sector_Description
8/8/2023,56,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,0.5,TRUCK,"SCAFFOLDS, STAGING",FALL ON SAME LEVEL,BUILDING UNDER CONSTRUCTION.,BOUCHERVILLE,QC,TRANSPORTATION
8/2/2023,33,642,RETAIL SALESPERSONS AND SALES CLERKS,6422,RETAIL SALESPERSONS AND SALES CLERKS,0.5,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,PUBLIC BUILDINGS.,WELLESLEY,ON,INDUSTRIAL
8/28/2023,19,662,OTHER SALES AND RELATED OCCUPATIONS,6623,GROCERY CLERKS AND SHELF STOCKERS,0.5,FORKLIFT,"CO-WORKER, FORMER CO-WORKER OF INJURED OR ILL WORKER","PEDESTRIAN STRUCK BY VEHICLE, MOBILE EQUIPMENT",PLACE FOR SPORTS AND RECREATION.,SCARBOROUGH,ON,INDUSTRIAL
9/24/2023,51,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7413,BUS DRIVERS AND SUBWAY AND OTHER TRANSIT OPERATORS,0.5,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",BUS,BODILY REACTION,INDUSTRIAL SITE.,THUNDER BAY,ON,TRANSPORTATION
7/9/2023,19,525,"ATHLETES, COACHES, REFEREES AND RELATED OCCUPATIONS",5255,PROGRAM LEADERS AND INSTRUCTORS IN RECREATION AND SPORT,,FLOORS,"RECREATION AND ATHLETIC EQUIPMENT, N.E.C.",FALL ON SAME LEVEL,PUBLIC BUILDINGS.,MARKHAM,ON,MUNICIPAL
4/14/2022,37,725,"PLUMBERS, PIPEFITTERS AND GAS FITTERS",7252,PLUMBERS,0.5,"METAL SHEETS, IGNOTS, BARS--NONSTRUCTURAL","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",OVEREXERTION,"RESIDENTIAL INSTITUTION. (HOSPITALS, ORPHANAGE, PRISON ETC.)",BLUE MOUNTAINS,ON,CONSTRUCTION
8/12/2023,44,761,TRADES HELPERS AND LABOURERS,7613,OTHER TRADES HELPERS AND LABOURERS,0.5,"SKIDS, PALLETS","PERSON--INJURED OR ILL WORKER, N.E.C.",STRUCK BY OBJECT,HOME.,MARKHAM,ON,INDUSTRIAL
8/8/2023,58,841,MINE SERVICE WORKERS AND OPERATORS IN OIL AND GAS DRILLING,8412,UNDERGROUND MINE SERVICE AND SUPPORT WORKERS,0.5,GROUND,HOSES,FALL ON SAME LEVEL,INDUSTRIAL SITE.,LONDON,ON,MINING
9/23/2023,32,949,OTHER ASSEMBLY AND RELATED OCCUPATIONS,9493,FURNITURE AND FIXTURE ASSEMBLERS AND INSPECTORS,,FLOORS,"CO-WORKER, FORMER CO-WORKER OF INJURED OR ILL WORKER",FALL ON SAME LEVEL,BUILDING UNDER CONSTRUCTION.,,,MANUFACTURING
10/1/2023,30,921,"SUPERVISORS, PROCESSING OCCUPATIONS",9214,"SUPERVISORS, FOOD, BEVERAGE AND TOBACCO PROCESSING",,CONVEYORS--POWERED,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",CAUGHT IN OR COMPRESSED BY EQUIP./OBJECTS,INDUSTRIAL SITE.,BRAMPTON,ON,FOOD
9/16/2023,38,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,0.5,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",TRUCK,BODILY REACTION,PLACE FOR SPORTS AND RECREATION.,ETOBICOKE,ON,CONSTRUCTION
9/18/2023,49,948,"MECHANICAL, ELECTRICAL AND ELECTRONICS ASSEMBLERS",9483,"MOTOR VEHICLE ASSEMBLERS, INSPECTORS AND TESTERS",0.5,MACHINE AND APPLIANCE PARTS,"TABLES, WORKTABLES",STRUCK BY OBJECT,PUBLIC BUILDINGS.,BURLINGTON,ON,MANUFACTURING
7/27/2023,51,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,0.5,STRUCTURAL METAL MATERIALS,EXCAVATING MACHINERY,STRUCK BY OBJECT,PUBLIC BUILDINGS.,ORLEANS,ON,CONSTRUCTION
8/9/2023,72,341,ASSISTING OCCUPATIONS IN SUPPORT OF HEALTH SERVICES,3414,NURSE AIDES AND ORDERLIES,0.5,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,INDUSTRIAL SITE.,SEARCHMONT,ON,HEALTH CARE
8/24/2023,38,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,0.5,BORING HANDTOOLS--POWERED,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER","BODILY REACTIONS & EXERTION, N.E.C.",INDUSTRIAL SITE.,OAKVILLE,ON,CONSTRUCTION
7/29/2023,19,624,CHEFS AND COOKS,6243,COOKS,0.5,CUTTING HANDTOOLS--NONPOWERED,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",STRUCK BY OBJECT,HOME.,TORONTO,ON,INDUSTRIAL
8/7/2023,20,664,FOOD COUNTER ATTENDANTS AND KITCHEN HELPERS,6642,FOOD SERVICE COUNTER ATTENDANTS AND FOOD PREPARERS,0.5,FLOORS,LIQUIDS,FALL ON SAME LEVEL,PUBLIC BUILDINGS.,BOLTON,ON,INDUSTRIAL
8/14/2023,59,727,CARPENTERS AND CABINETMAKERS,7272,CARPENTERS,0.5,FLOORS,"LADDERS, UNS",FALL TO LOWER LEVEL,PUBLIC BUILDINGS.,TORONTO,ON,CONSTRUCTION
9/17/2023,58,666,CLEANERS,6663,SPECIALIZED CLEANERS,0.5,GROUND,LADDERS--MOVABLE,FALL TO LOWER LEVEL,INDUSTRIAL SITE.,NORTH YORK,ON,MANUFACTURING
7/8/2023,32,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,0.5,GROUND,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,INDUSTRIAL SITE.,NORTH YORK,ON,CONSTRUCTION
8/16/2023,31,744,"OTHER INSTALLERS, REPAIRERS AND SERVICERS",7442,RESIDENTIAL AND COMMERCIAL INSTALLERS AND SERVICERS,0.5,"STAIRS, STEPS","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,INDUSTRIAL SITE.,MILLGROVE,ON,CONSTRUCTION
8/15/2023,31,664,FOOD COUNTER ATTENDANTS AND KITCHEN HELPERS,6642,FOOD SERVICE COUNTER ATTENDANTS AND FOOD PREPARERS,0.5,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,INDUSTRIAL SITE.,MARKHAM,ON,INDUSTRIAL
7/17/2023,43,62,MANAGERS IN RETAIL TRADE,622,RETAIL TRADE MANAGERS,,"FLOORS, WALKWAYS, GROUND SURFACES, UNS","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,PUBLIC BUILDINGS.,LEAMINGTON,ON,SERVICES
9/30/2023,30,732,MOTOR VEHICLE MECHANICS,7322,"MOTOR VEHICLE MECHANICS, TECHNICIANS AND MECHANICAL REPAIRER",0.5,"VEHICLE & MOBILE EQUIP. PARTS, N.E.C.","HIGHWAY VEHICLE, UNS",STRUCK BY OBJECT,"MINE OTHER - MINE OTHER, N.E.C.",NORTH YORK,ON,INDUSTRIAL
10/15/2023,31,732,MOTOR VEHICLE MECHANICS,7322,"MOTOR VEHICLE MECHANICS, TECHNICIANS AND MECHANICAL REPAIRER",0.5,"VEHICLE & MOBILE EQUIP. PARTS, N.E.C.",TRAILERS,STRUCK BY OBJECT,PUBLIC BUILDINGS.,CHATHAM,ON,INDUSTRIAL
10/25/2023,54,645,OCCUPATIONS IN FOOD AND BEVERAGE SERVICE,6454,FOOD AND BEVERAGE SERVERS,0.5,FLOORS,"TILES, SHINGLES",FALL ON SAME LEVEL,INDUSTRIAL SITE.,TORONTO,ON,INDUSTRIAL
9/9/2023,26,665,SECURITY GUARDS AND RELATED OCCUPATIONS,6652,SECURITY GUARDS AND RELATED OCCUPATIONS,,PERSON--OTHER THAN INJURED OR ILL WORKER,UNKNOWN,"ASSAULTS, VIOLENT ACTS AND HARASSMENT BY PERSON(S)",PLACE NOT SPECIFIED,SEGUIN,ON,MANUFACTURING
9/23/2023,58,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,0.5,ELECTRIC PARTS,ELECTRIC PARTS,STRUCK BY OBJECT,INDUSTRIAL SITE.,CANFIELD,ON,TRANSPORTATION
9/28/2023,57,726,"METAL FORMING, SHAPING AND ERECTING OCCUPATIONS",7266,WELDERS,0.5,BORING HANDTOOLS--NONPOWERED,"PERSON--INJURED OR ILL WORKER, N.E.C.",STRUCK BY OBJECT,PUBLIC BUILDINGS.,MILTON,ON,MANUFACTURING
10/25/2023,72,721,"CONTRACTORS AND SUPERVISORS, TRADES AND RELATED WORKERS",7216,"CONTRACTORS AND SUPERVISORS, CARPENTRY TRADES",0.5,GROUND,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,FARM.,CAMBRIDGE,ON,CONSTRUCTION
10/17/2023,55,341,ASSISTING OCCUPATIONS IN SUPPORT OF HEALTH INDUSTRIAL,3415,OTHER AIDES AND ASSISTANTS IN SUPPORT OF HEALTH INDUSTRIAL,0.5,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,INDUSTRIAL SITE.,STRATFORD,ON,INDUSTRIAL
10/7/2023,63,645,OCCUPATIONS IN FOOD AND BEVERAGE SERVICE,6454,FOOD AND BEVERAGE SERVERS,0.5,FLOORS,"HANDBAGS, POCKETBOOKS, WALLETS",FALL ON SAME LEVEL,INDUSTRIAL SITE.,TORONTO,ON,INDUSTRIAL
11/4/2023,30,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,0.5,"DIRT, EARTH",UNKNOWN,CAUGHT IN/CRUSHED IN COLLAPSING MATERIALS,PUBLIC BUILDINGS.,DRAYTON,ON,CONSTRUCTION
10/1/2023,36,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,0.5,"COUNTERS, COUNTER TOPS","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",OVEREXERTION,PUBLIC BUILDINGS.,GORMLEY,ON,CONSTRUCTION
10/5/2023,65,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,0.5,FLOORS,HOSES,FALL ON SAME LEVEL,STREET AND HIGHWAY.,KITCHENER,ON,TRANSPORTATION
10/3/2023,49,728,MASONRY AND PLASTERING TRADES,7282,BRICKLAYERS,0.5,CUTTING HANDTOOLS--POWERED,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",STRUCK AGAINST OBJECT,PLACE FOR SPORTS AND RECREATION.,LONDON,ON,CONSTRUCTION
9/10/2023,62,421,"PARALEGALS, SOC. SERV. WRKRS. & OCCUPS. IN EDUC. & REL., NEC",4215,EARLY CHILDHOOD EDUCATORS,0.5,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,PUBLIC BUILDINGS.,EMO,ON,HEALTH CARE
9/28/2023,19,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,0.5,GROUND,"LADDERS, UNS",FALL TO LOWER LEVEL,PLACE NOT SPECIFIED,BRANTFORD,ON,CONSTRUCTION
12/5/2023,65,726,"METAL FORMING, SHAPING AND ERECTING OCCUPATIONS",7266,WELDERS,0.5,STRUCTURAL METAL MATERIALS,UNKNOWN,STRUCK BY OBJECT,"MINE OTHER - MINE OTHER, N.E.C.",WHITBY,ON,MANUFACTURING
8/31/2023,51,724,ELECTRICAL TRADES AND TELECOMMUNICATION OCCUPATIONS,7243,INDUSTRIAL ELECTRICIANS,0.5,GROUND,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,INDUSTRIAL SITE.,CONCORD,ON,CONSTRUCTION
10/5/2023,41,725,"PLUMBERS, PIPEFITTERS AND GAS FITTERS",7252,PLUMBERS,0.5,OTHER SPECIAL PROCESS MACHINERY,"PERSON--INJURED OR ILL WORKER, N.E.C.",STRUCK BY OBJECT,INDUSTRIAL SITE.,MARKHAM,ON,CONSTRUCTION
2/12/2023,70,742,HEAVY EQUIPMENT OPERATORS,7422,HEAVY EQUIPMENT OPERATORS (EXCEPT CRANE),0.5,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER","STAIRS, STEPS",BODILY REACTION,BUILDING UNDER CONSTRUCTION.,COPPER CLIFF,ON,CONSTRUCTION
10/22/2023,46,922,"SUPERVISORS, ASSEMBLY AND FABRICATION",9228,"SUPERVISORS, OTHER PRODUCTS MANUFACTURING AND ASSEMBLY",0.5,TRUCK,"TANKS, BINS, VATS",CAUGHT IN OR COMPRESSED BY EQUIP./OBJECTS,INDUSTRIAL SITE.,WOODBRIDGE,ON,INDUSTRIAL
10/22/2023,54,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,0.5,GROUND,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,BUILDING UNDER CONSTRUCTION.,SCARBOROUGH,ON,TRANSPORTATION
10/23/2023,39,522,"PHOTOGRAPHERS, GRAPHIC ARTS TECHS. & TECH. OCCUPS. IN MOTION",5228,"SUPPORT AND ASSISTING OCCUPATIONS IN MOTION PICTURES, BROADC",0.5,"BOXES, CRATES, CARTONS","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,"RESIDENTIAL INSTITUTION. (HOSPITALS, ORPHANAGE, PRISON ETC.)",NIAGARA FALLS,ON,MANUFACTURING
9/10/2023,32,625,BUTCHERS AND BAKERS,6252,"BUTCHERS AND MEAT CUTTERS, RETAIL AND WHOLESALE",0.5,CUTTING HANDTOOLS--POWERED,"PERSON--INJURED OR ILL WORKER, N.E.C.",STRUCK BY OBJECT,INDUSTRIAL SITE.,MILTON,ON,INDUSTRIAL
9/20/2023,30,222,TECHNICAL OCCUPATIONS IN LIFE SCIENCES,2226,LANDSCAPE AND HORTICULTURAL TECHNICIANS AND SPECIALISTS,0.5,EXCAVATING MACHINERY,"CO-WORKER, FORMER CO-WORKER OF INJURED OR ILL WORKER",CAUGHT IN OR COMPRESSED BY EQUIP./OBJECTS,PUBLIC BUILDINGS.,WINDSOR,ON,MANUFACTURING
10/23/2023,28,922,"SUPERVISORS, ASSEMBLY AND FABRICATION",9228,"SUPERVISORS, OTHER PRODUCTS MANUFACTURING AND ASSEMBLY",0.5,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,PUBLIC BUILDINGS.,MEAFORD,ON,MANUFACTURING
11/1/2023,61,664,FOOD COUNTER ATTENDANTS AND KITCHEN HELPERS,6642,FOOD SERVICE COUNTER ATTENDANTS AND FOOD PREPARERS,0.5,FLOORS,LIQUIDS,FALL ON SAME LEVEL,HOME.,PETERBOROUGH,ON,HEALTH CARE
9/9/2023,31,961,"LABOURERS IN PROCESSING, MANUFACTURING AND UTILITIES",9619,"OTHER LABOURERS IN PROCESSING, MANUFACTURING AND UTILITIES",0.5,BORING HANDTOOLS--NONPOWERED,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER","BODILY REACTIONS & EXERTION, N.E.C.",PUBLIC BUILDINGS.,WATERLOO,ON,MANUFACTURING
9/20/2023,57,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,0.5,GROUND,"PLANTS, TREES, VEGETATION--NOT PROCESSED, N.E.C.",FALL ON SAME LEVEL,BUILDING UNDER CONSTRUCTION.,MARKHAM,ON,CONSTRUCTION
10/20/2023,27,726,"METAL FORMING, SHAPING AND ERECTING OCCUPATIONS",7266,WELDERS,0.5,STRUCTURAL METAL MATERIALS,FORKLIFT,STRUCK BY OBJECT,PLACE NOT SPECIFIED,MARKHAM,ON,CONSTRUCTION
9/2/2023,45,11,ADMINISTRATIVE SERVICES MANAGERS,112,FINANCIAL MANAGERS,0.5,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,PUBLIC BUILDINGS.,TORONTO,ON,MANUFACTURING
9/20/2023,62,642,RETAIL SALESPERSONS AND SALES CLERKS,6422,RETAIL SALESPERSONS AND SALES CLERKS,0.5,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,PUBLIC BUILDINGS.,WOODVILLE,ON,INDUSTRIAL
10/7/2023,43,745,LONGSHORE WORKERS AND MATERIAL HANDLERS,7453,MATERIAL HANDLERS,0.5,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,INDUSTRIAL SITE.,HAMILTON,ON,INDUSTRIAL
1/17/2022,19,62,MANAGERS IN RETAIL TRADE,622,RETAIL TRADE MANAGERS,0.5,GROUND,WEATHER AND ATMOSPHERIC CONDITIONS,FALL ON SAME LEVEL,PUBLIC BUILDINGS.,OAKVILLE,ON,INDUSTRIAL
9/22/2023,19,643,OCCUPATIONS IN TRAVEL AND ACCOMMODATION,6434,AIRLINE SALES AND SERVICE AGENTS,,"POWERED INDUSTRIAL CARRIER, EXCEPT FORKLIFTS",UNKNOWN,"PEDESTRIAN STRUCK BY VEHICLE, MOBILE EQUIPMENT",PUBLIC BUILDINGS.,SAINT-LAURENT,QC,TRANSPORTATION
10/10/2023,42,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,0.5,"TREES, LOGS","TANKS, BINS, VATS",STRUCK BY OBJECT,PUBLIC BUILDINGS.,BURLINGTON,ON,MANUFACTURING
10/16/2023,52,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7415,DELIVERY DRIVERS,0.5,"STAIRS, STEPS","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",STRUCK AGAINST OBJECT,INDUSTRIAL SITE.,INGERSOLL,ON,INDUSTRIAL
10/10/2023,48,745,LONGSHORE WORKERS AND MATERIAL HANDLERS,7453,MATERIAL HANDLERS,0.5,"PLANT & INDUSTRIAL POWERED VEHICLE, N.E.C.","PLANT & INDUSTRIAL POWERED VEHICLE, N.E.C.",STRUCK BY OBJECT,INDUSTRIAL SITE.,STEVENSVILLE,ON,INDUSTRIAL
9/30/2023,37,946,"MACHINE OPERATORS & REL. WRKRS. IN FOOD, BEVERAGE, & TOBACCO",9462,"PROCESS CONTROL AND MACHINE OPERATORS, FOOD AND BEVERAGE PRO",0.5,FLOORS,LIQUIDS,FALL TO LOWER LEVEL,BUILDING UNDER CONSTRUCTION.,BRAMPTON,ON,FOOD
9/26/2023,47,941,MACHINE OPERATORS & REL. WRKRS. IN METAL & MINERAL PRODUCTS,9415,"CONCRETE, CLAY AND STONE FORMING OPERATORS",0.5,"OTHER FLOORS, WALKWAYS, GROUND SURFACES","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,PLACE FOR SPORTS AND RECREATION.,OTTAWA,ON,MANUFACTURING
10/20/2023,59,341,ASSISTING OCCUPATIONS IN SUPPORT OF HEALTH SERVICES,3414,NURSE AIDES AND ORDERLIES,0.5,DOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",STRUCK AGAINST OBJECT,PUBLIC BUILDINGS.,GUELPH,ON,HEALTH CARE
6/25/2023,45,648,OTHER OCCUPATIONS IN PERSONAL SERVICE,6484,PET GROOMERS AND ANIMAL CARE WORKERS,0.5,"MAMMALS, EXCEPTS HUMANS",UNKNOWN,STRUCK BY OBJECT,BUILDING UNDER CONSTRUCTION.,SAULT STE MARIE,ON,INDUSTRIAL
7/7/2023,44,843,AGRICULTURE AND HORTICULTURE WORKERS,8432,GENERAL FARM WORKERS,0.5,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER","STAIRS, STEPS",BODILY REACTION,BUILDING UNDER CONSTRUCTION.,MONCTON,NB,INDUSTRIAL
7/25/2023,37,729,OTHER CONSTRUCTION TRADES,7292,ROOFERS AND SHINGLERS,0.5,GROUND,"BODILY CONDITIONS OF INJURED, ILL WORKER",JUMP TO LOWER LEVEL,INDUSTRIAL SITE.,PEMBROKE,ON,CONSTRUCTION
6/28/2023,33,727,CARPENTERS AND CABINETMAKERS,7272,CARPENTERS,0.5,FLOORS,"BODILY CONDITIONS OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,BUILDING UNDER CONSTRUCTION.,LEAMINGTON,ON,CONSTRUCTION
7/14/2023,58,341,ASSISTING OCCUPATIONS IN SUPPORT OF HEALTH SERVICES,3414,NURSE AIDES AND ORDERLIES,0.5,HEALTH CARE PATIENT OR RESIDENT OF HEALTH CARE FACILITY,UNKNOWN,"ASSAULTS, VIOLENT ACTS AND HARASSMENT BY PERSON(S)",PUBLIC BUILDINGS.,MARKHAM,ON,HEALTH CARE
6/4/2023,71,727,CARPENTERS AND CABINETMAKERS,7272,CARPENTERS,,VAN--PASSENGER OR LIGHT DELIVERY,WEATHER AND ATMOSPHERIC CONDITIONS,STRUCK BY OBJECT,BUILDING UNDER CONSTRUCTION.,QUEENSVILLE,ON,SERVICES
7/19/2023,20,745,LONGSHORE WORKERS AND MATERIAL HANDLERS,7453,MATERIAL HANDLERS,0.5,TRUCK,DOORS,STRUCK BY OBJECT,INDUSTRIAL SITE.,BRAMPTON,ON,TRANSPORTATION
7/3/2023,39,91,MANAGERS IN MANUFACTURING AND UTILITIES,912,MANUFACTURING MANAGERS,0.5,"TABLES, WORKTABLES",UNKNOWN,OVEREXERTION,INDUSTRIAL SITE.,TORONTO,ON,FOOD
7/25/2023,28,731,MACHINERY & TRANSPORT. EQUIP. MECHANICS (EXCP MOTOR VEHICLE),7312,CONSTRUCTION MILLWRIGHTS AND INDUSTRIAL MECHANICS (EXCEPT TE,0.5,"TOOLS, INSTRUMENTS, & EQUIPMENT","PERSON--INJURED OR ILL WORKER, N.E.C.",STRUCK BY OBJECT,HOME.,SCHOMBERG,ON,INDUSTRIAL
6/19/2023,52,943,MACHINE OPERATORS & REL. WRKRS. IN PULP & PAPER PROD. & WOOD,9437,LUMBER GRADERS AND OTHER WOOD PROCESSING INSPECTORS AND GRAD,0.5,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER","WOOD, LUMBER",BODILY REACTION,PLACE FOR SPORTS AND RECREATION.,MARKHAM,ON,MANUFACTURING
7/3/2023,32,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,0.5,"FLOORS, WALKWAYS, GROUND SURFACES, UNS","SCRAPE, WASTE, DEBRIS, N.E.C.",FALL ON SAME LEVEL,INDUSTRIAL SITE.,RICHMOND HILL,ON,CONSTRUCTION
5/31/2023,54,941,MACHINE OPERATORS & REL. WRKRS. IN METAL & MINERAL PRODUCTS,9415,"CONCRETE, CLAY AND STONE FORMING OPERATORS",0.5,"BRICKS, BLOCKS, STRUCTURAL STONE","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",STRUCK BY OBJECT,PLACE NOT SPECIFIED,WOODBRIDGE,ON,MANUFACTURING
7/18/2023,19,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7415,DELIVERY DRIVERS,0.5,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER","SIDEWALKS, PATHS, OUTDOOR WALKWAYS",BODILY REACTION,"SPECIFIED PLACES NOT ELSEWHERE CLASSIFABLE, (HYDRO G.S).",EDMONTON,AB,TRANSPORTATION
7/19/2023,65,642,RETAIL SALESPERSONS AND SALES CLERKS,6422,RETAIL SALESPERSONS AND SALES CLERKS,0.5,FLOORS,OTHER SOURCES,FALL ON SAME LEVEL,PUBLIC BUILDINGS.,CONCORD,ON,INDUSTRIAL
2/6/2022,51,414,SECONDARY AND ELEMENTARY SCHOOL TEACHERS & COUNSELLORS,4143,ELEMENTARY SCHOOL AND KINDERGARTEN TEACHERS,0.5,PARKING LOTS,WEATHER AND ATMOSPHERIC CONDITIONS,FALL ON SAME LEVEL,"OPEN SPACES. (AIR, SEA,WOODS, OPEN FIELDS ETC.)",CAMBRIDGE,ON,HEALTH CARE
1/17/2022,30,147,"RECORDING, SCHEDULING AND DISTRIBUTING OCCUPATIONS",1472,SHIPPERS AND RECEIVERS,1,"PLANT & INDUSTRIAL POWERED VEHICLE, N.E.C.","SKIDS, PALLETS","NONHIGHWAY ACCIDENT, EXCEPT RAIL, AIR, WATER",INDUSTRIAL SITE.,TORONTO,ON,INDUSTRIAL
1/22/2022,66,742,HEAVY EQUIPMENT OPERATORS,7422,HEAVY EQUIPMENT OPERATORS (EXCEPT CRANE),10,TRUCK,TRUCK,HIGHWAY ACCIDENT,"RESIDENTIAL INSTITUTION. (HOSPITALS, ORPHANAGE, PRISON ETC.)",HAMILTON,ON,SERVICES
2/5/2022,59,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,27,GROUND,WEATHER AND ATMOSPHERIC CONDITIONS,FALL ON SAME LEVEL,INDUSTRIAL SITE.,AYR,ON,SERVICES
1/24/2022,29,843,AGRICULTURE AND HORTICULTURE WORKERS,8433,NURSERY AND GREENHOUSE WORKERS,0.5,"OFFROAD VEHICLE, NONINDUSTRIAL, N.E.C.",WEATHER AND ATMOSPHERIC CONDITIONS,"NONHIGHWAY ACCIDENT, EXCEPT RAIL, AIR, WATER",BUILDING UNDER CONSTRUCTION.,MARKHAM,ON,AGRICULTURE
2/4/2022,19,949,OTHER ASSEMBLY AND RELATED OCCUPATIONS,9496,"PLASTIC PRODUCTS ASSEMBLERS, FINISHERS AND INSPECTORS",2,FORKLIFT,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",STRUCK AGAINST OBJECT,INDUSTRIAL SITE.,NOBLETON,ON,MANUFACTURING
1/31/2022,33,727,CARPENTERS AND CABINETMAKERS,7272,CARPENTERS,2,GROUND,"LADDERS, UNS",FALL TO LOWER LEVEL,INDUSTRIAL SITE.,MARKHAM,ON,CONSTRUCTION
8/15/2021,58,745,LONGSHORE WORKERS AND MATERIAL HANDLERS,7453,MATERIAL HANDLERS,0.5,"SKIDS, PALLETS",TRUCK,STRUCK BY OBJECT,PUBLIC BUILDINGS.,CONCORD,ON,CHEMICAL/PROCESS
2/20/2022,19,624,CHEFS AND COOKS,6243,COOKS,2,GROUND,"LADDERS, N.E.C.",FALL TO LOWER LEVEL,INDUSTRIAL SITE.,LONDON,ON,SERVICES
1/7/2022,59,642,RETAIL SALESPERSONS AND SALES CLERKS,6422,RETAIL SALESPERSONS AND SALES CLERKS,0.5,UNKNOWN,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,PUBLIC BUILDINGS.,NEWMARKET,ON,INDUSTRIAL
2/9/2022,36,71,MANAGERS IN CONSTRUCTION AND TRANSPORTATION,712,CONSTRUCTION MANAGERS,1,GROUND,TRUCK,FALL TO LOWER LEVEL,PUBLIC BUILDINGS.,LONDON,ON,CONSTRUCTION
12/31/2021,41,728,MASONRY AND PLASTERING TRADES,7282,BRICKLAYERS,0.5,"FLOORS, WALKWAYS, GROUND SURFACES, UNS","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,PLACE NOT SPECIFIED,BRAMPTON,ON,CONSTRUCTION
